Ciudad,Fecha,Num. Nota,RUT,Razón Social,Canal,Fecha Entrega,Forma de Pago,Num. Ord .Compra,Tot. Neto,Item,Código,Descriptor,Cantidad,Cant. Desp.,Precio Unitario,Pendiente,Terminado,Marca,Línea,Sub Línea 1,Sub Línea 2,Clasificación,Cod. Vend. Cartera,Nombre Vendedor Cartera,Cod. Vendedor,Nombre Vendedor N/V
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,1,1300966                       ,PAÑO ESPONJA VIRUTEX CELULOSA NATURAL X 3UN,7,0,1407,7,NO,VIRUTEX                                 ,ASEO                                    ,ACCESORIOS DE LIMPIEZA                  ,PAÑOS DE LIMPIEZA                       ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,13,1301006                       ,DESODORANTE AMB GLADE AUTONUEVO SPORT 7ML,3,0,4636,3,NO,GLADE                                   ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,5,1301052                       ,LIMPIADOR CREMA TREMEX TRADICIONAL 750CC,3,0,1246,3,NO,TREMEX                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,DESENGRASANTES                          ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,6,7279123                       ,DESODORANTE AMB GLADE RPT ACEI NAT VAIN2UN,3,0,7400,3,NO,GLADE                                   ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,4,1301046                       ,LIMPIAVIDRIO TREMEX 500 CC CON GATILLO       ,2,0,1421,2,NO,TREMEX                                  ,ASEO                                    ,LIMPIEZA SUPERFICIES Y CLORO            ,LIMPIAVIDRIO                            ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,15,1301331                       ,DES.AMBIENTAL AROM CHIRIMOYA 360ML (225 GR)  ,2,0,1250,2,NO,AROM                                    ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,16,7276058                       ,DESODORANTE AMB AROM FRESCURA CÍTRICA 360 CC 225 GR,2,0,1260,2,NO,VIRGINIA                                ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,17,7276054                       ,DESODORANTE AMB AROM F.MARINA 360 CC 225 GR,2,0,1260,2,NO,VIRGINIA                                ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105319,60505000-K_3 ,DIRECCION GENERAL DE CARABINEROS DE CHILE         ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,4100-64-AG25                            ,313482,18,1300042                       ,DESODORANTE AMB AROM VAINILLA EN FLOR 360 CC 225 GR,2,0,1260,2,NO,VIRGINIA                                ,ASEO                                    ,AEROSOLES                               ,DESODORANTES AMBIENTALES Y RECARGAS     ,STOCK                                   ,MFH                           ,María Francisca Hernandez                    ,MFH                           ,María Francisca Hernandez                    
Distribución             ,2025-07-24 00:00:00,105321,69151300-9_2 ,I. MUNICIPALIDAD DE LOTA                          ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,3017-562-AG25                           ,138308,3,3813378                       ,OPALINA HILADA DIAZOL OFICIO 200GR YELL 125UN,4,2,10507,2,NO,DIAZOL                                  ,LIBRERÍA                                ,EQUIPOS DE OFICINA E INSUMOS            ,OPALINAS Y MICAS                        ,STOCK                                   ,PFA                           ,Pamela Fuentealba                            ,PFA                           ,Pamela Fuentealba                            
Distribución             ,2025-07-24 00:00:00,105321,69151300-9_2 ,I. MUNICIPALIDAD DE LOTA                          ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,3017-562-AG25                           ,138308,4,2241007                       ,PAPEL FOTOCOPIA PREMIER OFICIO,5,0,3676,5,NO,PREMIER                                 ,PAPELES OFICINA                         ,PAPEL FOTOCOPIA                         ,PAPEL FOTOCOPIA                         ,STOCK                                   ,PFA                           ,Pamela Fuentealba                            ,PFA                           ,Pamela Fuentealba                            
Distribución             ,2025-07-24 00:00:00,105321,69151300-9_2 ,I. MUNICIPALIDAD DE LOTA                          ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,3017-562-AG25                           ,138308,5,3813586                       ,CARP PLASTIFICADA CI S/GUSANO NARANJA        ,100,43,293,57,NO,CI                                      ,LIBRERÍA                                ,ARCHIVOS Y ALMACENAMIENTO               ,CARPETAS                                ,STOCK                                   ,PFA                           ,Pamela Fuentealba                            ,PFA                           ,Pamela Fuentealba                            
Distribución             ,2025-07-24 00:00:00,105323,73568600-3_1 ,I. MUNICIPALIDAD DE CONCON - ADQUISICIONES        ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,2594-657-AG25                           ,126788,4,8605142                       ,GALLETA COSTA MANTEQUILLA 140GR,23,0,589,23,NO,COSTA                                   ,ALIMENTOS                               ,GALLETAS Y CONFITES                     ,GALLETAS                                ,STOCK                                   ,FQU                           ,Fernanda Quiroga                             ,FQU                           ,Fernanda Quiroga                             
Distribución             ,2025-07-24 00:00:00,105323,73568600-3_1 ,I. MUNICIPALIDAD DE CONCON - ADQUISICIONES        ,Chilecompra                   ,2025-07-24 00:00:00,Credito                                 ,2594-657-AG25                           ,126788,1,8603627                       ,GALLETA CHOCOCHIPS 125GR                     ,24,0,608,24,NO,COSTA                                   ,ALIMENTOS                               ,GALLETAS Y CONFITES                     ,GALLETAS                                ,STOCK                                   ,FQU                           ,Fernanda Quiroga                             ,FQU                           ,Fernanda Quiroga                             
